# SIR Model
0 500 500 0 0 0
1 438.864 374.202 186.934 2.04323 5.34717
2 398.348 275.882 325.77 3.56074 9.31853
3 371.028 201.364 427.608 4.67385 12.2316
4 352.34 145.977 501.683 5.48352 14.3505
5 339.414 105.329 555.257 6.06909 15.8829
6 330.397 75.7535 593.85 6.49092 16.9869
7 324.067 54.3584 621.574 6.79395 17.7799
8 319.604 38.9435 641.452 7.01122 18.3485
9 316.446 27.8683 655.686 7.1668 18.7557
10 314.206 19.9269 665.867 7.27808 19.0469
